username,followers,reels,avg_views,max_views,avg_comments,max_comments,avg_likes,last_upload_days,posts_per_week,verdict,error
1life_tem,0,12,5216,28142,69.2,225,35.5,204.0,7.6,ok,
1min.living,0,12,2958,7445,34.8,97,9.1,0.1,6.0,ok,
100art_official,0,12,158078,567013,2076.1,9393,657.9,15.8,0.2,ok,
0bong100,0,12,272,968,0.6,5,31.4,111.0,0.1,ok,
1min.pick,0,12,4812,7379,64.2,207,14.2,16.1,16.8,ok,
1min__livingpick,0,12,910,2456,2.1,5,2.2,0.0,7.6,ok,
1min_soldout,0,12,1935,8998,13.8,57,14.3,111.4,0.7,ok,
1min_lo,0,12,58438,662744,178.3,1787,110.1,0.1,16.8,ok,
1minsnack,0,12,141004,889055,37.4,265,500.3,2.3,8.4,ok,
1minute_honeytem,0,12,1736,3572,9.9,37,6.4,154.9,6.0,ok,
1sun17,0,8,41,61,0.8,2,6.9,906.6,0.3,ok,
20s_pick,0,12,9338,61081,43.6,278,31.1,1.1,9.3,ok,
217fashion_kr,0,12,132121,1327395,290.1,1808,108.8,18.2,0.5,ok,
2_zzangu,0,12,538,1419,20.3,57,8.2,3.0,6.0,ok,
2905_home,0,12,118365,277014,237.2,898,368.5,0.9,1.7,ok,
2floor.home,0,12,71479,249561,493.8,2605,304.2,2.1,1.0,ok,
2daero_recipe,0,6,2326,5868,55.7,112,31.0,0.0,8.4,ok,
365dailynote,0,12,33219,366202,1208.2,14113,197.1,9.5,0.8,ok,
3nam_fam,0,12,1926,4310,52.2,129,13.9,36.5,7.6,ok,
40brich,0,12,88955,762344,162.8,1786,163.8,167.0,0.5,ok,
3rabbit_us,0,12,61879,230549,1463.0,3460,362.2,3.0,2.3,ok,
4eu_pick,0,12,5048,11567,116.6,279,47.6,0.3,7.6,ok,
46month.kr,0,12,452718,2506068,41.3,208,15404.8,59.1,0.1,ok,
5bok_house,0,12,507607,3413165,2087.7,20405,3215.6,3.2,0.1,ok,
5bok_billion_home,0,12,137898,484063,826.4,3743,385.7,0.1,1.2,ok,
5452__home,0,12,1275032,11397450,560.8,2579,8764.6,0.1,0.2,ok,
5f.zip,0,12,766064,5828078,2256.8,14661,40743.2,0.3,0.4,ok,
7sosoyoung8,0,12,17373,106069,101.8,189,226.8,0.5,1.1,ok,
5s.shopping,0,12,5966,15611,21.6,56,10.6,0.0,42.0,ok,
____rorohome,0,12,9148,20907,60.2,420,22.6,3.4,1.7,ok,
___luckyhome,0,12,6395,65864,15.7,157,25.8,0.3,4.7,ok,
__heyhome,0,12,277235,1246229,1769.5,8608,1350.7,0.9,2.8,ok,
__flowo,0,12,1869,3680,81.6,205,35.5,0.5,7.6,ok,
__home.zip,0,12,144886,726189,667.8,4223,750.1,17.0,0.9,ok,
_amour_j,0,12,40476,89060,183.8,382,3.0,0.1,3.4,ok,
_bearnco_,0,12,134262,1293401,905.6,7996,73.2,1.5,0.5,ok,
_bestitem_,0,12,32934,181762,44.5,342,64.8,2.2,12.0,ok,
_bonihome_,0,12,32478,66551,433.2,1320,125.8,0.1,21.0,ok,
_bonihome__,0,12,17249,51881,383.3,1704,93.1,1.3,3.1,ok,
_chocohomee_,0,12,162624,486305,1205.2,9524,586.9,3.9,2.0,ok,
_beautyflowerrr_,,,,,,,,,,unknown,
_dami_home,0,12,1828,7693,11.8,28,8.3,7.3,1.6,ok,
_deco.with.me,0,12,9265,19035,132.1,457,33.1,198.5,2.8,ok,
_diet_.my,0,12,107739,310989,81.6,108,482.9,2.1,2.3,ok,
_good_good11,0,12,597,1708,35.6,59,26.1,80.7,0.5,ok,
_homefiinds,0,12,10202,89533,49.9,459,26.1,1.0,7.0,ok,
_ggultem.moa_,,,,,,,,,,unknown,
_itemhome_,0,12,400651,3091188,2316.7,20326,3295.6,2.1,0.2,ok,
_jennyreview,0,12,11445,20185,635.1,1893,95.5,65.0,5.2,ok,
_home.edit,,,,,,,,,,unknown,
_lilys_home,0,12,133767,597642,4886.3,20673,591.4,56.5,0.6,ok,
_leo_ayoh_,0,12,3414,6260,16.7,31,156.9,22.0,0.1,ok,
_miso.home,0,12,49629,307307,959.0,5522,273.8,1.0,6.5,ok,
_mj._.home,0,12,197667,1956357,1250.9,9614,3.0,2.9,0.6,ok,
_mung_to_pia_,0,12,3971,43371,36.3,409,8.4,0.1,16.8,ok,
_moment_home,0,12,251153,2093389,4668.7,28418,1034.8,0.4,0.5,ok,
_oh.item_,0,12,35503,378017,1494.4,17136,266.1,0.1,1.6,ok,
_pick_item_,0,12,189962,1295210,895.3,6887,3684.6,67.1,0.2,ok,
_thanks.home_,0,12,4753,9847,67.8,190,20.5,0.4,3.7,ok,
_salimstory,0,12,3044,5543,21.1,72,7.5,73.2,21.0,ok,
_shine_home,0,12,4760,36746,16.2,54,9.5,0.0,16.8,ok,
_ygadd,0,12,13296,70303,23.3,109,28.8,0.4,14.0,ok,
a_home84,0,11,19179,45604,117.5,514,29.8,3.4,3.7,ok,
a.cl_edu,0,12,1237,2961,0.2,2,3.1,44.4,0.3,ok,
a__favorites,0,12,3916,31063,12.4,32,90.8,2.4,1.1,ok,
abi_b00,0,12,91585,522863,979.9,7766,192.0,0.5,14.0,ok,
aedarella.life,0,12,2254,3437,11.7,32,6.5,2.3,4.7,ok,
aetem_pick,0,12,3217,11843,82.0,203,29.0,93.5,3.1,ok,
again_mukjji,0,12,414303,1640174,76.8,332,4873.2,2.9,0.3,ok,
ah_ha_temm,0,12,34005,242794,287.5,1198,92.4,2.5,1.1,ok,
ailce_pang,0,12,23192,54055,18.0,56,420.8,0.9,0.4,ok,
alchan_cam,0,12,32935,288452,130.2,971,79.7,1.0,7.6,ok,
aljam_home.zip,0,12,475753,3297738,1099.6,7625,1526.0,4.1,0.9,ok,
aljja_item,0,12,426,1430,6.8,20,3.9,6.3,5.2,ok,
allabout.homedecor,0,12,37825,299128,36.8,67,1141.8,284.1,1.5,ok,
allday.item,0,12,57564,648346,1070.0,12524,115.0,11.9,0.3,ok,
allwhite_style,0,12,3068200,14079924,1988.1,13741,18448.7,9.0,0.1,ok,
alsaltem1,0,12,36200,236706,91.6,765,194.8,3.3,5.6,ok,
altem.collector,0,12,16289,177571,418.4,4807,99.8,2.1,3.7,ok,
ancco.home,0,2,16862,23171,0.0,0,71.5,496.4,3.5,ok,
alpacatem,,,,,,,,,,unknown,
altem,,,,,,,,,,unknown,
androf.shop,0,12,262750,1169711,103.2,370,5371.1,2.7,2.5,ok,
anna__wish,0,12,4106,18505,36.8,268,9.9,0.0,7.0,ok,
androf,,,,,,,,,,unknown,
annystory99,0,12,798,2874,2.3,5,3.5,128.5,9.3,ok,
any._home,0,12,54704,339912,489.6,5081,156.3,1.4,1.3,ok,
anya_bumag,0,12,895162,2386186,695.5,2128,9012.1,2.7,5.6,ok,
apartment.soo,0,12,106655,524469,47.2,122,1146.6,0.2,0.2,ok,
antenna_view,,,,,,,,,,unknown,
apollolabs_official,0,12,915284,6521276,18.2,142,9706.4,0.1,0.1,ok,
appa_jangbi,0,12,8677,64273,18.5,155,13.1,111.2,0.6,ok,
appa_pick,0,12,22138,180046,611.2,4850,209.4,176.5,2.1,ok,
apricot_tree11,0,12,101633,509074,651.9,2746,449.3,0.1,3.4,ok,
ara.ggomzirack,0,12,68058,342154,584.5,4626,278.7,140.3,0.6,ok,
archiwife_home,0,12,76691,472461,464.6,2349,1369.2,23.2,0.5,ok,
ari___rang_,0,12,153119,759347,158.5,1187,4987.1,0.3,0.4,ok,
arin_saedaek,0,10,14814,141991,157.2,1435,254.8,15.0,1.2,ok,
ari_home_oo,0,12,17808,208494,411.4,4843,115.8,0.9,1.3,ok,
arnew_official,0,12,571011,6178126,1173.1,12458,24985.0,2.1,0.2,ok,
artart.today,0,12,419516,1214123,20.4,73,4317.0,0.1,1.9,ok,
art__artefact,0,12,4690,22187,10.2,22,95.2,8.7,0.1,ok,
artatelier_lab,0,12,192047,1166301,260.8,2352,1629.0,0.0,0.3,ok,
ashleyvailxoxo,0,12,4478146,42045462,87.4,562,301350.1,0.5,0.1,ok,
arume_home,0,12,258934,1429007,6040.5,28615,792.6,0.3,1.8,ok,
at.home_official,0,12,17710,112522,80.0,272,61.8,11.0,3.8,ok,
atbusyhome,0,12,608171,3184859,32.8,143,5869.0,2.1,0.2,ok,
arum_home,,,,,,,,,,unknown,
athe_home,0,12,96574,538838,412.8,1993,373.9,184.5,1.0,ok,
atomiccrew_mkt,0,10,781,3292,1.3,2,12.5,235.2,2.5,ok,
attractive_ilsang,0,12,8432,23740,59.4,163,45.4,1.0,5.6,ok,
autocar_item,0,12,485828,3487406,1450.4,9608,3976.3,12.9,0.2,ok,
b_b.salim,0,11,29882,193459,257.5,1650,99.5,123.9,1.2,ok,
b_cafetero_b,0,12,46662,350414,192.1,1938,166.6,15.1,0.1,ok,
babmukja_0,0,12,575972,4323792,56.7,235,22014.5,2.9,0.3,ok,
bagnbuy.life,0,12,5193,23147,23.8,47,14.9,137.5,3.7,ok,
baggum_tem,0,12,6851,36971,70.2,211,58.0,54.2,4.4,ok,
bakbak.living,0,12,1016,2451,2.5,7,4.6,3.1,2.3,ok,
baek,,,,,,,,,,unknown,
banana.tem,0,12,36177,183838,17.2,35,172.3,230.5,2.4,ok,
baro._.now,0,6,370,576,7.3,19,27.5,244.5,1.5,ok,
balrabom,,,,,,,,,,unknown,
bauhome_official,0,12,19578,111242,284.5,1234,61.7,5.0,1.8,ok,
bangterior,,,,,,,,,,unknown,
bbanggootem,0,12,442745,2580361,1748.4,7724,1774.6,167.0,0.9,ok,
bbanzzak.home,0,12,115950,608523,1545.2,12532,283.1,20.3,1.2,ok,
bbg.meng,0,12,33373,214105,0.6,4,130.0,9.3,3.5,ok,
bbiyaki._.tem,0,12,12611,32374,572.9,2713,90.3,0.3,7.0,ok,
bbodeuk.home,0,12,13877,70124,100.8,345,65.2,36.4,6.0,ok,
bbongbbangguri,0,12,669037,3169106,31.1,166,11033.2,3.1,0.1,ok,
bbori_2026,0,12,793,1864,15.0,25,7.9,129.5,28.0,ok,
bbgr,,,,,,,,,,unknown,
beautiful.home_,0,12,6295,17626,117.3,668,41.7,1.4,10.5,ok,
bear_labom,0,12,1402,2983,22.4,55,9.0,69.1,1.4,ok,
beauty.home_insta,0,12,36595,156638,285.8,1166,97.3,95.0,1.2,ok,
beautyflow__official,0,12,84632,350851,6139.5,28341,470.8,3.1,0.2,ok,
beauty.mompick,0,12,2686,6230,70.5,186,14.4,111.8,4.9,ok,
bebe_loah,0,12,89745,249378,439.6,1869,556.8,0.9,1.2,ok,
bee._.hub,0,12,52255,282020,791.4,7356,196.9,0.9,0.7,ok,
berry._.home,0,12,101273,754340,295.1,2353,144.7,10.4,0.2,ok,
best_ggul_tem,0,12,700,1542,14.6,27,13.3,229.5,8.4,ok,
becky.becca.me,,,,,,,,,,unknown,
bestkagu_new,0,12,249101,1151822,11.9,75,3.0,198.1,1.1,ok,
beehub,,,,,,,,,,unknown,
better__item,0,12,24860,99550,549.7,3219,100.2,18.5,7.6,ok,
betterpick_home,0,12,354530,1826119,3448.8,38173,1781.9,0.0,0.3,ok,
bever_tem,0,10,186058,1849344,17.1,134,491.8,248.1,0.3,ok,
bible0103,0,12,197,387,0.8,2,2.0,0.2,7.6,ok,
bin._.boxing,0,12,34052,185447,717.0,3409,160.3,18.2,0.5,ok,
bini_home.lab,0,12,10681,29469,118.6,251,41.2,0.2,12.0,ok,
blackkittytem,0,12,48304,217291,24.4,208,1961.4,179.9,0.7,ok,
blackpoint.home,0,12,80395,412954,2858.6,24542,534.5,3.8,0.6,ok,
blee_hometem,0,12,9230,95836,183.0,1924,3.0,0.5,7.6,ok,
bling._.hs,0,12,4819,14930,77.0,226,24.1,15.3,0.5,ok,
bling_blingmart,0,12,661,3945,29.6,301,7.2,52.0,0.4,ok,
blissatto,0,12,66080,439640,99.9,645,635.4,2.3,0.1,ok,
bobo_sallim,0,12,35784,359400,353.2,3266,372.4,170.4,7.6,ok,
blu.lemonayd,0,12,109615,1003621,50.5,460,10176.4,133.1,0.8,ok,
bodam_tem,0,12,149507,727704,754.7,2983,486.6,168.0,0.9,ok,
bodere81,0,12,574844,2629141,157.2,1086,9277.5,1.3,0.2,ok,
bodlelog,0,12,330864,2103342,2771.9,16291,1552.2,0.4,2.0,ok,
bolmanhi,0,12,43336,478060,729.8,8527,148.0,0.3,0.3,ok,
bombom_pick,0,12,2454,6519,47.6,91,22.0,137.5,2.5,ok,
bomjubu_sarlim,0,12,42775,89695,307.8,752,3.0,3.9,2.1,ok,
bongbongtem,0,12,2096,10011,63.7,170,32.9,0.5,8.4,ok,
bonihome,0,12,20367,159075,3.6,16,298.1,2.1,0.8,ok,
bora.home_pick,0,12,921,1763,53.5,73,26.8,0.4,4.9,ok,
bori_homtem,0,12,604,1002,11.3,21,5.9,2.2,21.0,ok,
bori_tem,0,12,415,1558,8.2,17,7.0,71.0,16.8,ok,
borine_home,0,12,25878,159948,190.5,1300,93.4,0.1,1.1,ok,
bovely_home,0,12,180171,1069459,2067.5,22045,886.8,271.8,0.4,ok,
brand_n_budget,0,12,120259,780670,1166.5,7201,317.2,13.8,2.0,ok,
broke.chulsu,0,12,14684,56811,100.8,297,31.7,0.1,28.0,ok,
bshoppinglife,0,7,4992,29640,5.6,38,10.7,26.0,0.2,ok,
bungu,0,1,197,197,0.0,0,3.0,103.9,,ok,
bubu.pick,0,12,9230,29868,36.8,125,9.6,51.3,4.7,ok,
bunnyket0.0,0,12,3896,15548,15.2,41,19.2,99.9,0.3,ok,
bungu.store,0,12,4080013,20660446,449.3,1867,196732.4,2.6,0.1,ok,
buruk_market,0,10,6390,10699,262.2,650,39.0,7.9,0.5,ok,
buy5je,0,12,110493,701158,1002.8,9408,827.8,146.1,0.4,ok,
buyhome_26,0,12,1794,4738,9.3,21,5.2,0.0,14.0,ok,
by.rian.salim,0,12,41314,483367,22.8,45,179.6,0.1,1.8,ok,
by_homedam,0,12,10460,36873,236.3,1098,56.3,0.0,12.0,ok,
bunnysalim,,,,,,,,,,unknown,
