채널ID,등급,상태,평균조회수,최대조회수,평균댓글,최대댓글,평균좋아요,마지막업로드(일전),주당업로드,주소
arin_saedaek,B,저활동(14일+),14814,141991,157.2,1435,254.8,15.0,1.2,https://www.instagram.com/arin_saedaek/
momittem,B,활성,14468,141876,157.7,1500,69.7,1.5,4.4,https://www.instagram.com/momittem/
thomas.pick_,B,활성,14378,97228,132.7,1083,67.3,0.1,0.7,https://www.instagram.com/thomas.pick_/
bbodeuk.home,B,저활동(14일+),13877,70124,100.8,345,65.2,36.4,6.0,https://www.instagram.com/bbodeuk.home/
sweet_studio1018,B,활성,12946,93219,245.2,1221,77.8,0.1,10.5,https://www.instagram.com/sweet_studio1018/
ggultem_nott,B,활성,12129,80295,255.5,1698,29.7,12.0,2.3,https://www.instagram.com/ggultem_nott/
soso_ittem,B,활성,11990,20770,207.2,855,85.2,0.1,10.5,https://www.instagram.com/soso_ittem/
kkalkkom.zip,B,활성,11815,57100,191.0,454,77.9,0.5,7.6,https://www.instagram.com/kkalkkom.zip/
pick_honeyitem,B,활성,11660,136837,111.2,1329,46.3,6.1,2.5,https://www.instagram.com/pick_honeyitem/
sallim_silrok,B,활성,11640,103178,158.4,1450,24.4,12.4,0.8,https://www.instagram.com/sallim_silrok/
lady_shopping_cart,B,활성,11494,17541,205.6,382,36.8,0.1,4.4,https://www.instagram.com/lady_shopping_cart/
toypang_,B,활성,10689,54026,207.3,1154,60.3,0.3,10.5,https://www.instagram.com/toypang_/
mellow.pick,B,저활동(14일+),10264,46106,142.3,400,59.3,56.2,2.4,https://www.instagram.com/mellow.pick/
yungyver_,B,활성,10245,32214,163.4,453,21.7,0.5,7.6,https://www.instagram.com/yungyver_/
yyenni._.home,B,활성,10075,74366,106.3,314,70.3,0.1,10.5,https://www.instagram.com/yyenni._.home/
blee_hometem,B,활성,9230,95836,183.0,1924,3.0,0.5,7.6,https://www.instagram.com/blee_hometem/
pongle.zip,B,활성,8781,48841,218.8,1646,79.2,0.1,0.8,https://www.instagram.com/pongle.zip/
now.hottem,B,활성,8598,23535,219.8,880,31.3,4.1,4.2,https://www.instagram.com/now.hottem/
moa_zoa,B,활성,8105,21551,168.3,349,78.1,2.5,2.6,https://www.instagram.com/moa_zoa/
salim_9dan,B,활성,8080,23537,213.2,880,30.3,4.1,3.8,https://www.instagram.com/salim_9dan/
ssomom_pick,B,활성,8074,67980,153.8,1235,36.2,1.5,6.0,https://www.instagram.com/ssomom_pick/
dasallim_tem,B,활성,8014,22601,239.6,907,50.9,1.1,14.0,https://www.instagram.com/dasallim_tem/
ttugi._.home,B,저활동(14일+),7963,65304,129.2,1374,29.8,29.6,8.4,https://www.instagram.com/ttugi._.home/
wellhome_life,B,활성,7561,37336,104.1,543,43.7,7.3,2.6,https://www.instagram.com/wellhome_life/
inside_home_official,B,활성,7450,13652,122.6,530,32.7,0.4,16.8,https://www.instagram.com/inside_home_official/
maeil_papa,B,활성,6901,18517,221.0,1162,68.2,0.1,16.8,https://www.instagram.com/maeil_papa/
home_do_ji,B,활성,6879,43979,150.4,1179,71.3,0.0,8.4,https://www.instagram.com/home_do_ji/
milkyhome_tip,B,저활동(14일+),6161,11751,101.3,213,37.3,54.5,6.5,https://www.instagram.com/milkyhome_tip/
it._.tem,B,활성,6133,64520,132.2,1518,39.5,10.4,0.8,https://www.instagram.com/it._.tem/
moms_tem,B,저활동(14일+),5900,11173,103.4,527,38.7,46.4,2.9,https://www.instagram.com/moms_tem/
reviewunnie,B,활성,5803,18890,158.1,639,46.7,0.5,16.8,https://www.instagram.com/reviewunnie/
home_sweet_salim,B,활성,5550,12921,139.8,261,61.1,0.5,8.4,https://www.instagram.com/home_sweet_salim/
salrim_1spoon,B,활성,5426,15732,148.0,556,39.2,6.1,9.3,https://www.instagram.com/salrim_1spoon/
itembasket,B,활성,5340,11771,129.2,320,35.8,9.5,10.5,https://www.instagram.com/itembasket/
kongja.salim,B,활성,5097,10288,152.9,329,26.4,0.9,7.6,https://www.instagram.com/kongja.salim/
mirae._.beauty,B,저활동(14일+),5026,13966,114.4,365,35.3,15.3,0.5,https://www.instagram.com/mirae._.beauty/
ggom_tem,B,활성,4997,8993,161.5,440,50.1,0.5,3.8,https://www.instagram.com/ggom_tem/
hottem_road,B,활성,4814,14839,102.3,412,16.4,1.9,3.0,https://www.instagram.com/hottem_road/
onthe_daddy,B,활성,4494,18015,135.6,391,42.8,0.2,8.4,https://www.instagram.com/onthe_daddy/
pickpickgallery,B,활성,2637,7003,154.9,300,65.3,0.1,12.0,https://www.instagram.com/pickpickgallery/
tomorrow.zips,C,저활동(14일+),29557,30832,0.0,0,151.0,23.1,0.4,https://www.instagram.com/tomorrow.zips/
tip__salim,C,활성,27999,178682,19.4,38,79.7,4.0,1.8,https://www.instagram.com/tip__salim/
diary_of_saleena,C,활성,26933,124964,51.5,119,101.0,0.1,2.4,https://www.instagram.com/diary_of_saleena/
ronie__home,C,저활동(14일+),26590,259433,8.7,26,133.3,40.5,0.6,https://www.instagram.com/ronie__home/
moongsil_mom,C,활성,26114,55033,91.6,321,105.5,0.2,0.5,https://www.instagram.com/moongsil_mom/
kimcoach_bread,C,활성,25285,128735,34.3,252,3.0,3.0,4.0,https://www.instagram.com/kimcoach_bread/
ssummuse,C,저활동(14일+),24764,249739,67.2,423,201.2,39.5,6.0,https://www.instagram.com/ssummuse/
salrim_ondo,C,활성,24515,247154,58.0,526,62.5,2.1,1.3,https://www.instagram.com/salrim_ondo/
morepick_01,C,활성,24447,231115,66.6,346,116.8,2.1,5.6,https://www.instagram.com/morepick_01/
oliviahome,C,활성,24352,62046,84.8,183,3.0,0.8,6.5,https://www.instagram.com/oliviahome/
roun_salim,C,활성,23541,245892,56.4,137,74.9,0.5,1.2,https://www.instagram.com/roun_salim/
river___mom,C,활성,23339,132733,58.2,132,122.8,2.0,0.8,https://www.instagram.com/river___mom/
usefulsalim,C,저활동(14일+),22942,190030,6.8,32,66.2,16.0,0.7,https://www.instagram.com/usefulsalim/
uhyeang_click,C,활성,21850,133508,12.0,93,220.8,5.7,0.2,https://www.instagram.com/uhyeang_click/
select_lab00,C,활성,21250,113027,53.5,553,417.7,1.1,12.0,https://www.instagram.com/select_lab00/
taste_intersection,C,활성,20506,193345,3.7,32,435.7,12.4,0.7,https://www.instagram.com/taste_intersection/
safrarous,C,저활동(14일+),20466,188800,3.1,13,156.2,34.0,1.8,https://www.instagram.com/safrarous/
bonihome,C,활성,20367,159075,3.6,16,298.1,2.1,0.8,https://www.instagram.com/bonihome/
haru._.salim,C,활성,20364,98996,70.0,227,50.6,0.1,8.4,https://www.instagram.com/haru._.salim/
ggultem_mate,C,저활동(14일+),19820,171907,8.3,37,353.2,30.1,0.9,https://www.instagram.com/ggultem_mate/
pyeonhaejib,C,활성,19759,193572,18.2,45,26.6,11.1,2.7,https://www.instagram.com/pyeonhaejib/
unni__chance,C,활성,18155,52847,7.3,31,92.8,0.1,9.0,https://www.instagram.com/unni__chance/
rity_home,C,저활동(14일+),16921,133251,23.8,130,80.3,28.8,0.8,https://www.instagram.com/rity_home/
renno.lab,C,활성,16917,52018,99.2,611,161.1,0.0,16.8,https://www.instagram.com/renno.lab/
dali_table,C,활성,16443,41836,97.8,579,94.4,0.3,10.5,https://www.instagram.com/dali_table/
injuu__m,C,활성,16294,82532,37.8,148,34.5,0.4,14.0,https://www.instagram.com/injuu__m/
hometheitem,C,활성,16219,109699,76.0,612,39.0,3.0,1.1,https://www.instagram.com/hometheitem/
homeddakpick,C,활성,16094,136742,48.7,345,28.9,0.1,2.2,https://www.instagram.com/homeddakpick/
home_of_pic,C,활성,15791,63949,2.9,6,29.8,1.4,7.6,https://www.instagram.com/home_of_pic/
sallimup,C,활성,14726,159077,65.1,445,30.6,1.1,4.9,https://www.instagram.com/sallimup/
home_taya,C,활성,14665,27546,35.1,93,74.9,0.2,14.0,https://www.instagram.com/home_taya/
urizip_picks,C,활성,14259,161769,71.5,814,60.3,0.4,2.5,https://www.instagram.com/urizip_picks/
honeybee_zip,C,활성,14140,65083,25.4,153,30.9,0.0,7.6,https://www.instagram.com/honeybee_zip/
home.n.home,C,활성,13912,46284,4.2,16,33.6,0.2,28.0,https://www.instagram.com/home.n.home/
jibsunireview,C,활성,13533,84111,59.5,535,81.8,11.1,3.4,https://www.instagram.com/jibsunireview/
that_that.home,C,활성,13489,98307,76.8,666,43.3,0.1,1.9,https://www.instagram.com/that_that.home/
jia.travel_,C,활성,13457,76340,91.0,282,99.5,2.2,7.6,https://www.instagram.com/jia.travel_/
eeel_house,C,활성,13285,149270,42.5,477,23.3,0.3,10.5,https://www.instagram.com/eeel_house/
juhee._.home,C,활성,12897,70529,49.0,221,32.8,0.0,16.8,https://www.instagram.com/juhee._.home/
salim_guard,C,활성,12231,121591,23.9,191,45.9,6.1,2.0,https://www.instagram.com/salim_guard/
jellyy_home,C,활성,11911,37781,13.9,25,97.1,1.5,4.2,https://www.instagram.com/jellyy_home/
yoitemu,C,활성,11367,80037,9.0,58,48.7,3.6,1.0,https://www.instagram.com/yoitemu/
c0t0.c0t0,C,활성,11075,40711,0.8,6,100.0,1.0,5.6,https://www.instagram.com/c0t0.c0t0/
yoonzip_salrim,C,활성,11071,59552,9.1,43,25.8,12.5,1.5,https://www.instagram.com/yoonzip_salrim/
lilyzou88,C,활성,10931,33555,17.2,110,86.2,1.5,4.9,https://www.instagram.com/lilyzou88/
meowandpaw.store,C,활성,10764,45766,16.2,53,381.1,5.6,0.9,https://www.instagram.com/meowandpaw.store/
gom_mama,C,활성,10759,23102,62.5,235,59.2,2.4,0.2,https://www.instagram.com/gom_mama/
salimdoldol,C,활성,10458,72994,39.2,184,23.0,0.4,14.0,https://www.instagram.com/salimdoldol/
kimjiyeonwriter,C,활성,10290,22161,1.8,6,212.8,0.1,7.0,https://www.instagram.com/kimjiyeonwriter/
_homefiinds,C,활성,10202,89533,49.9,459,26.1,1.0,7.0,https://www.instagram.com/_homefiinds/
de_melie,C,활성,10168,35497,6.4,27,188.4,0.0,4.4,https://www.instagram.com/de_melie/
ssacktemgo,C,활성,10068,88019,75.8,551,29.3,6.0,5.2,https://www.instagram.com/ssacktemgo/
chunbae_home,C,활성,10058,98530,0.6,2,10.7,1.0,5.6,https://www.instagram.com/chunbae_home/
omansang_craft,C,활성,9977,99686,1.2,9,38.4,2.5,6.0,https://www.instagram.com/omansang_craft/
sallim.ggomggom,C,활성,9808,53927,10.8,67,18.2,7.2,1.5,https://www.instagram.com/sallim.ggomggom/
gyugyu_house7,C,활성,9745,53773,73.2,333,30.2,0.4,9.3,https://www.instagram.com/gyugyu_house7/
sha4home,C,활성,9624,71092,7.8,30,22.8,10.5,14.0,https://www.instagram.com/sha4home/
purebeef8,C,활성,9617,39347,0.3,3,22.2,0.5,7.0,https://www.instagram.com/purebeef8/
salim.rang,C,활성,9444,92021,7.9,64,30.7,13.1,3.5,https://www.instagram.com/salim.rang/
mangohou.se,C,활성,9329,99170,19.5,35,54.1,3.1,0.3,https://www.instagram.com/mangohou.se/
bubu.pick,C,저활동(14일+),9230,29868,36.8,125,9.6,51.3,4.7,https://www.instagram.com/bubu.pick/
connectto____,C,활성,9208,62931,8.0,56,12.2,6.2,7.0,https://www.instagram.com/connectto____/
attractive_ilsang,C,활성,8432,23740,59.4,163,45.4,1.0,5.6,https://www.instagram.com/attractive_ilsang/
riola.log,C,활성,8416,30314,33.2,214,56.9,2.1,2.9,https://www.instagram.com/riola.log/
daily_homez,C,활성,8257,67450,82.2,391,33.3,0.5,2.0,https://www.instagram.com/daily_homez/
mami._.maru,C,활성,7748,43497,76.8,232,45.8,0.5,6.5,https://www.instagram.com/mami._.maru/
withhomedeco,C,활성,7580,17496,95.7,387,22.2,2.1,6.5,https://www.instagram.com/withhomedeco/
kimhamjju,C,활성,7538,85425,79.5,895,26.9,1.2,1.4,https://www.instagram.com/kimhamjju/
kongchu.pick,C,활성,7283,41550,17.2,78,14.7,0.5,16.8,https://www.instagram.com/kongchu.pick/
salimi__life,C,활성,7134,27734,96.9,592,28.8,1.0,8.4,https://www.instagram.com/salimi__life/
ggultem_jipsa,C,활성,7102,39346,36.5,123,43.3,2.1,1.2,https://www.instagram.com/ggultem_jipsa/
kooltem_today,C,활성,7036,66347,16.7,169,22.8,0.2,16.8,https://www.instagram.com/kooltem_today/
rulucasa,C,활성,6685,55522,45.1,97,27.8,0.5,8.4,https://www.instagram.com/rulucasa/
sosopapa_insta,C,활성,6507,30379,43.4,133,22.2,0.4,8.4,https://www.instagram.com/sosopapa_insta/
camp.now,C,활성,6441,25967,85.9,258,20.8,0.1,14.0,https://www.instagram.com/camp.now/
___luckyhome,C,활성,6395,65864,15.7,157,25.8,0.3,4.7,https://www.instagram.com/___luckyhome/
temuireland,C,활성,6392,11391,0.9,3,29.9,13.2,0.9,https://www.instagram.com/temuireland/
jjintem1,C,활성,6340,34199,11.6,40,13.9,2.2,6.5,https://www.instagram.com/jjintem1/
momkuremi_pick,C,활성,6255,47122,42.8,165,16.4,2.5,12.0,https://www.instagram.com/momkuremi_pick/
my.__home_,C,활성,6184,50801,36.7,231,12.5,1.0,7.0,https://www.instagram.com/my.__home_/
radung2_mom,C,활성,6179,62415,6.3,23,30.8,3.1,3.8,https://www.instagram.com/radung2_mom/
rou_nmom,C,활성,6055,65276,46.1,505,18.7,1.0,4.0,https://www.instagram.com/rou_nmom/
jubjubtem,C,활성,6040,41064,3.3,9,16.8,0.7,6.0,https://www.instagram.com/jubjubtem/
open_mulmandu,C,활성,6015,43168,23.2,87,7.0,0.4,5.6,https://www.instagram.com/open_mulmandu/
my.salimtaste,C,활성,6006,53165,77.6,363,36.8,0.4,6.5,https://www.instagram.com/my.salimtaste/
ho_me_style,C,활성,5999,14475,0.8,3,12.8,2.2,4.4,https://www.instagram.com/ho_me_style/
small._.notes,C,활성,5813,64272,8.6,47,12.8,1.3,4.9,https://www.instagram.com/small._.notes/
gongo_ogami,C,활성,5794,15066,62.0,205,38.7,0.5,7.6,https://www.instagram.com/gongo_ogami/
yulmom_pick,C,저활동(14일+),5709,22632,56.7,115,23.6,15.5,4.2,https://www.instagram.com/yulmom_pick/
hayhi_pick,C,활성,5678,59615,38.1,426,16.2,2.4,2.8,https://www.instagram.com/hayhi_pick/
living.duck,C,활성,5655,22331,91.3,245,21.5,0.1,8.4,https://www.instagram.com/living.duck/
freetem_,C,활성,5503,8253,68.8,182,13.6,5.2,2.9,https://www.instagram.com/freetem_/
tokkine_salim,C,활성,5398,41601,10.1,35,8.9,0.5,7.6,https://www.instagram.com/tokkine_salim/
go_tem82,C,활성,5364,56667,52.9,580,24.8,0.2,7.0,https://www.instagram.com/go_tem82/
everyitemm,C,저활동(14일+),5198,48359,38.2,157,17.8,47.3,3.3,https://www.instagram.com/everyitemm/
thisismanendi,C,저활동(14일+),5194,15525,40.1,178,25.2,20.0,0.3,https://www.instagram.com/thisismanendi/
so_onfull,C,저활동(14일+),5077,16938,40.8,142,28.8,16.1,0.4,https://www.instagram.com/so_onfull/
